11687,5461
17542,1109
394,2506
1438,1977
12255,3176
18289,3341
12750,4949
15064,5873
8498,15893
2402,13759
12263,773
7540,12174
12834,6888
13652,13985
10255,4390
9581,14166
9864,4865
8556,4690
395,13989
12750,4604
7555,9691
17656,12249
3081,7224
12993,8013
11211,6821
12976,9038
12671,11273
7048,1550
5372,15881
1438,15963
6010,1203
17837,1371
10032,7990
16397,5927
11827,3117
8435,9179
12033,18451
2624,603
11342,8719
2759,7691
15253,765
17819,1529
8556,18114
7500,12392
13300,12642
8208,4167
3076,5461
13440,3024
3081,7620
5770,15963
5677,15173
6531,14263
4066,17141
3081,12765
1438,12531
3630,9582
988,3082
12464,2103
14401,1349
218,8208
3965,790
10391,1893
9864,16281
11776,14528
11805,13643
1779,8624
12750,8242
3076,7994
7367,6902
5509,12905
16750,10589
12339,8556
10547,5525
2864,3521
2624,5678
12773,7082
9507,16701
50,10177
7066,10424
5776,3176
9978,7708
17823,6478
8888,7519
9691,1490
1589,11895
15943,11805
1247,9872
7635,1792
8829,2034
5918,10826
7262,11113
15979,1141
17651,5153
8491,4690
1965,8691
201,2770
3441,10202
8054,9269
12926,2052
14498,885
16687,16671
1247,16563
2624,17548
2790,4057
6019,9811
4924,8526
9411,11465
208,5631
13189,18030
9581,7519
12839,4052
358,529
5770,7305
12625,13340
8435,17979
1787,7708
4422,8096
14555,10554
16397,4644
12800,17936
11135,5129
16168,17666
3113,6788
9612,3683
6836,5035
14393,3731
1247,18372
10144,4266
1247,1371
576,1929
2825,3341
11184,1371
6567,12742
15904,8556
2624,2797
12905,3783
9244,14024
8447,15264
7050,9341
1247,12602
12407,3165
12032,13044
215,7929
3081,8882
13300,5288
5913,12746
18416,11833
9463,6940
5996,1693
14176,2997
16252,12374
8556,3132
14417,2720
6152,14052
2864,9750
8556,4481
7036,3117
14727,8053
16704,1272
8998,8675
7449,4672
11656,14407
14652,17521
8980,9417
11441,1981
12543,17043
3303,16618
2302,1803
12800,7271
2624,5957
3076,10938
2957,17226
10391,17905
7782,8322
11805,262
6864,11548
3677,17634
8261,5247
5509,10591
2993,11796
2177,13006
13340,6472
11292,514
12660,4601
12339,14264
20,15966
6105,6493
9116,3220
9463,7519
9811,17468
10722,15941
18468,6049
16261,12306
14025,11741
2864,6196
3076,10826
11674,2448
5485,16947
9723,11629
17337,9198
5372,96
11594,10301
1876,16429
2982,12937
10426,6102
6932,7431
7458,11408
7782,2811
14910,4630
7066,15073
12729,5848
3076,6580
9232,15963
12750,15724
13300,6338
2600,8899
5088,1838
12890,12235
9864,7321
9418,14376
7822,11833
3877,446
4568,12172
4889,10889
6102,6558
12681,7431
10880,15273
4598,7975
11211,12377
810,4949
3128,3992
5918,2932
9232,12065
2575,5010
16168,17521
4568,282
16236,9843
9668,180
10793,17096
3813,10944
5677,4836
17867,1769
3349,5039
15162,18215
11156,3117
8556,4601
6049,10944
18099,5866
13692,13300
10255,6520
17026,15916
5181,18079
9661,12734
5201,16014
16946,15333
8888,12078
17084,6208
9108,6179
6102,2183
18045,5029
18099,12956
2759,2657
12116,7401
11150,1404
9691,17535
11554,9281
10391,5430
10990,13379
4304,398
3487,5343
17936,18256
7564,10802
7656,4396
7481,4997
6683,1746
11985,15324
1195,3771
17361,6447
10990,3059
4380,4281
8149,16375
10942,16326
2476,13445
14749,15086
12897,16119
15584,16295
1845,9465
15779,13788
11805,1888
4201,10833
7542,1263
9691,121
13828,16196
12626,11535
14184,17687
4601,8073
2476,18424
9463,9944
2350,6507
7542,10512
13672,14152
6165,18391
540,8530
13111,11610
3109,16618
17473,9934
17545,8912
5918,14750
9835,8435
14224,6049
12116,8023
2790,8852
6698,5629
18271,7469
2136,15713
2929,3688
6836,9138
2280,11447
15377,13775
12179,9038
15973,16563
2996,16529
6794,5081
5454,8556
10255,4696
10426,15822
9535,5956
15170,17160
9864,17950
14786,15992
8322,1888
14498,9741
6282,3889
3076,3520
11804,5425
14944,3688
7066,13643
13991,772
274,3242
10005,5994
16261,8322
1801,8732
9018,4085
12129,10841
10854,7425
14088,5176
12951,5755
12786,8456
7367,8173
4682,15027
13300,13542
4319,6040
8190,982
17271,514
11478,3342
5770,7436
3227,7990
11594,11469
9803,15633
5028,10066
4046,5631
8468,5124
4066,18100
2760,4846
3682,4806
16397,6022
16296,17114
8208,4709
4075,6325
15781,701
6129,17502
11657,7273
11827,8439
2624,6096
14584,13775
13601,13150
273,7274
1163,2146
1779,15622
16359,4085
8556,5010
6809,3731
12094,7005
12602,6297
654,8322
4724,7217
11321,273
14364,3177
3076,4806
12839,2188
12407,16588
8435,14885
300,6705
7502,7827
17894,1735
11184,10825
15781,1179
12905,3904
1583,6270
11342,5851
16397,4056
783,181
16260,11418
4075,7708
16233,17936
12619,6100
3081,11648
10078,12231
9641,8996
13300,2084
4177,7861
564,9310
1037,1793
6259,15073
12626,2177
12269,3120
4075,3520
10255,2759
10653,2521
8932,17097
14567,3751
10005,11312
6958,14631
14358,3306
2584,16023
14889,979
13242,1370
7124,85
9463,11837
3952,15311
12637,5032
12398,6848
14555,8613
8447,14965
15570,5669
11594,782
14393,12351
2624,7312
11670,15326
3258,8906
12774,16081
3076,3621
7367,4973
4373,12710
12800,7770
16547,408
1263,12331
2982,7016
12750,3361
5372,4769
17653,668
13300,14931
5372,2286
16168,17738
11776,16646
1082,15038
10871,5010
9488,9991
2929,9179
3337,18281
3076,9017
14813,9572
17798,1321
15054,15333
15615,15054
6089,11804
3258,14594
6174,7696
16750,4063
3677,18215
3814,4442
18110,12180
9691,10028
4828,6788
4229,538
14584,8691
9581,7603
9418,5824
7458,6236
4869,14694
1607,14890
13981,17521
12328,6218
13652,7671
6738,13643
12111,5377
11805,6554
5755,13643
9698,11741
675,1126
10556,14786
11805,8322
6105,13847
2297,6300
12626,13300
218,10854
10349,1488
12179,3568
6072,6325
6866,15382
6820,6875
3143,12217
16287,8625
14786,9489
2514,3395
4091,4056
12619,12063
7632,3731
6373,16796
14379,17105
10391,8265
10391,9223
3487,8190
1153,15713
5879,7550
2624,9405
2031,13796
11330,8690
10426,17940
17035,3073
8061,2321
11375,172
9611,11216
1004,4855
3081,11074
6105,12865
3076,14005
12922,11833
1247,6688
17338,2034
13014,17936
10391,2058
17417,18179
4319,13542
10078,14129
1207,2188
9356,16057
2657,17744
654,14921
3313,16014
16143,4701
7854,14349
2506,2038
12619,6336
9693,4949
11211,8691
16750,7488
9581,5647
5068,14775
8244,8796
1126,14786
17651,6093
5913,3940
14984,823
7502,5684
10144,12842
14584,14196
8970,16262
18279,27
18188,2205
14749,17673
18099,12464
10005,6317
17936,10722
12800,4738
8502,1222
1195,3903
7458,17339
1583,16576
1379,4236
2996,8091
12619,16647
4682,11837
7262,3567
16821,1263
5770,16387
5372,7274
4796,6491
12033,8190
11674,6024
5902,17022
12499,5461
3339,14052
18114,12440
9691,121
1247,1653
14025,7827
7732,17721
3076,7720
14940,6811
10391,14398
14130,9776
5759,17149
2624,11780
12681,5400
13300,16176
10005,590
17798,6983
13078,13330
10005,5245
10255,13603
8005,7578
6738,14635
13014,7720
4066,3176
6174,11907
5088,3731
9691,7411
5643,2650
9832,2399
6679,9570
16397,15162
2996,946
2937,277
12033,1154
13049,15713
8819,12377
2657,8873
5770,9534
12945,8435
7358,11375
4760,10524
17669,4865
1891,5010
1747,10978
15663,12544
18187,18192
10391,15896
2077,5832
7770,1764
4423,4705
11467,9311
7355,8852
11211,6821
10005,7841
10871,1126
5643,12783
12105,13445
2624,5165
18099,13211
12750,5637
6845,10919
9641,5239
3198,770
16397,5927
4636,3712
9691,121
7635,10216
12339,15878
10225,3120
12280,15216
7632,3708
18000,4601
18099,14298
613,2657
1549,4814
14038,14254
16168,5153
12105,14898
1549,14982
3544,3117
15727,15632
6021,11865
1379,4345
9581,1723
16123,8691
1931,17141
4319,1458
684,16262
11674,15630
5952,13291
9691,3146
12780,2871
3621,9511
1209,5631
15078,3071
14944,17947
6683,4601
5441,5665
11327,18256
4075,17936
8932,1819
11190,10944
11827,9198
13300,8819
7632,2448
17967,10331
10790,9714
10854,4701
8005,321
1247,3765
4805,12817
6978,11833
1980,15781
18013,3079
11630,7939
11804,823
2657,11966
3081,9363
11184,2154
8208,16555
5028,11526
16202,4562
2554,6580
15021,149
14746,8787
8208,13643
9331,12952
6124,2813
10255,14663
17908,18242
14555,3815
13300,12306
11027,4614
13280,18100
3630,3375
13428,8010
4733,3440
14746,6338
13828,4548
11322,11798
11904,10180
11687,121
17894,12223
2546,15070
6866,2052
12280,3587
5608,446
14393,6534
10391,9419
3076,5153
9108,14222
3339,15404
18099,12134
9108,876
3076,13566
11674,9868
12269,13989
5028,4620
16340,5461
69,8362
12339,18242
12105,6196
18110,16427
3621,3903
9691,7708
12945,10389
9612,16838
12116,3051
1716,12665
16451,6852
10944,15044
2480,6580
10491,18215
18319,4608
17674,17521
3677,4390
6674,13286
8888,10663
5996,16625
654,10612
16859,1141
1583,14572
1473,16281
18464,16747
14293,15272
12374,2093
12328,590
3076,2916
12033,5081
1247,14338
13757,16014
15183,9132
4075,15713
14416,8988
14813,5678
12279,10078
4972,8774
1202,2188
5113,11325
8556,8060
8468,5124
2402,17877
8561,16217
12750,4238
14293,12249
8829,15366
4075,1912
16252,8255
4760,7578
7556,1541
5509,13014
3081,17052
2624,11032
16397,8663
8190,3692
15021,13277
7331,11805
11593,9450
1688,16419
11342,13847
11323,14376
4345,2402
10278,716
10071,13000
2759,6687
17395,12382
1046,3584
3242,5425
8888,4583
18286,7620
15196,9407
9270,12176
5965,6887
16728,15162
18416,12295
16397,6022
11805,4345
10396,486
7851,6127
13516,8093
8848,492
15695,15696
3352,12718
9691,12602
728,1657
14379,3787
11037,7564
9581,11872
8491,15162
18045,16647
11342,15911
12033,17170
3143,4320
17936,2950
12033,1125
18139,14907
10349,15896
1185,2586
1126,17673
15778,701
8151,12162
12681,13389
12619,16647
12890,3454
4544,1735
13300,5305
942,3521
13300,2020
13064,10554
10854,11548
6820,8322
10363,7747
12105,1885
14498,15389
10426,16281
5372,7422
14853,12685
2657,11803
14944,3771
12280,815
18099,15064
8340,5057
12992,4261
8491,3176
16397,15966
9240,5071
3364,9542
13096,5461
9611,9193
1965,8691
7986,1644
11776,1385
13300,17506
3143,3603
5677,11814
4085,1263
3076,17834
10255,9038
16296,17969
6816,4293
14749,15150
2037,321
9198,3521
4449,2187
5677,17181
10575,5347
15239,7770
9661,13701
16063,5176
13111,6537
16037,17400
11220,6173
675,17521
14330,13985
8377,5776
16397,5667
5982,15121
9840,1439
2996,10259
5770,12249
15245,2034
2077,11833
10854,2188
5316,5829
12326,4797
10481,13366
6903,5922
1379,5659
9581,5272
18099,12464
9356,5377
2864,6514
13300,11833
6105,23
14393,11403
7632,1490
18139,5020
6105,18215
6174,3969
8535,15713
2624,3645
17942,12621
628,10361
3630,11408
3076,1698
300,17865
10391,13300
17788,10854
675,1490
16595,6517
9691,7349
9691,14856
790,14692
18099,1431
6129,716
701,3737
9889,18060
17282,9868
2402,12912
12750,16463
10653,5687
3339,17501
9864,7626
15727,9766
2013,6024
12043,5832
14498,10609
2624,16358
9611,13887
18099,13993
201,398
11805,13643
13114,9505
764,4396
12338,3117
16259,14242
12395,5361
1115,2612
17035,10643
14393,13088
14025,790
8208,16975
9143,12602
1289,11690
3167,9664
6049,2052
3716,11851
8447,6520
9221,6520
5008,10052
13300,331
10255,2487
12945,7891
11235,10078
9392,8539
11071,9868
5677,247
6558,15966
10458,11422
8057,16196
9864,3120
3476,5832
566,14052
16750,9140
1334,15914
13661,15977
14807,17468
4682,6705
4322,17243
12619,3364
1,5410
15710,12459
8418,14556
1787,17437
12750,1420
2735,5010
17045,16509
10913,18198
14786,14145
9438,10173
18173,9691
18462,17936
3076,14924
218,15720
17239,15333
11322,17097
13207,6082
17928,7578
8208,9280
17821,8123
903,12382
3109,11805
17361,9811
3076,9868
12750,1774
8613,10670
8843,11865
2624,17112
14759,11774
4341,3977
1583,13542
8912,15966
8208,3341
2825,8235
790,17937
11970,12261
5008,11540
12586,9828
2314,9901
14786,9489
13428,3324
3109,16463
9581,7770
2790,10965
9857,5312
6582,15315
16233,1490
8268,9942
12032,1224
6671,8455
2077,9419
8641,7871
18390,34
2657,13120
10494,9417
5879,13399
2174,7975
9511,12937
790,11805
14171,15568
8491,8614
12356,6416
15908,273
13014,1126
14401,6888
3441,17361
8829,11837
11594,10301
9691,12660
4398,3944
67,1419
4319,10740
13672,6030
13850,6755
13652,13950
675,8368
4229,9761
12750,12765
9864,4023
12331,5081
3440,3520
13078,1189
14713,8527
2893,5927
10078,2701
15592,9841
1473,10078
12619,8716
8103,7871
10722,5020
6067,10595
6679,1418
10255,5240
13300,10827
13339,396
12464,17380
9811,14855
6683,18279
2201,1154
8468,4139
7635,12461
15078,15867
5963,17759
12750,17986
17337,17521
7715,16233
15644,12773
804,10612
5088,3731
3630,10190
17236,4419
6864,16701
8208,2052
10391,5430
1965,2917
3677,6167
3109,6049
573,6940
12353,4664
5549,16883
4601,9017
9392,16348
10653,446
5175,16539
3109,3059
13379,15646
12464,10216
9583,2153
12155,7239
2624,14827
9641,446
16168,13830
13014,6580
14393,8527
7635,15783
12033,5852
18045,13427
11111,17392
14256,8707
11657,2742
14674,15333
9868,9310
6683,9017
17197,15264
9577,3040
5677,5029
14746,14719
3076,5153
17601,3117
12033,9991
17894,3564
4319,16828
18091,17510
13014,1923
2743,1544
7635,14782
13256,17744
6460,4696
1247,15389
15853,4949
4709,10002
12619,13178
2508,7720
11594,12706
9864,2812
6004,12109
6724,15163
13300,13466
3076,372
12349,10554
1337,5535
654,8314
16756,8499
12660,17149
7889,12241
3677,8530
10855,5010
8322,4085
18424,8096
15778,10483
12429,4699
205,10524
6157,3365
8123,8691
3551,16555
8932,11548
16168,1070
1801,15470
2624,5268
5677,10178
5509,6641
13766,11070
8208,16576
2947,15388
13256,7720
17653,17744
4327,2038
7770,6580
13325,8123
14214,5153
6820,17184
6836,17936
18245,14793
9864,13603
5873,12053
1247,13780
10078,11342
1438,3374
10255,9936
3476,7132
15881,10670
8183,8719
6872,15914
9691,8613
11322,11346
12326,16597
10645,18390
2584,15665
12750,18451
13403,14680
11156,3117
2172,11833
7456,9942
4831,3648
12858,8796
8932,11548
7635,7578
6698,3137
17352,4860
14850,15992
5755,11986
12280,716
9691,6213
4336,12579
10255,6520
10145,4866
9864,8570
211,5377
13111,4569
14318,11344
11071,7406
10391,17361
9864,12169
5635,15174
14944,8751
14652,1230
654,5488
7499,16536
16188,5308
14687,5866
13300,13831
12033,14537
5370,9223
2701,9166
6993,17453
1438,14689
1379,12123
3502,545
2734,8764
15496,17339
6360,2391
6533,14025
1626,12883
3795,7499
7600,10227
4724,18300
866,14716
5509,4976
14037,16364
11107,5010
13021,12777
12537,17380
7635,2614
13159,11170
11211,18416
8208,13163
1247,15771
2624,316
10899,465
16566,13306
1829,13014
14541,11234
11675,12314
3081,3912
5876,3117
12976,1857
8875,7711
1153,2154
15992,7939
7854,6515
15727,11141
14467,9059
12926,230
16595,15963
9864,1070
3167,7773
14393,9199
2546,3313
18045,2051
10255,16614
2480,3564
5428,6173
6866,7989
3938,15038
12999,15243
7367,15370
2498,13775
6129,10405
7555,9155
1864,14263
1626,2098
5028,18215
15170,14786
10032,15948
6105,18328
3076,2455
8208,13643
13300,12306
10267,2395
5920,2103
9418,3627
7058,14729
15710,11447
9535,7474
12809,11823
9176,287
15781,12586
12094,7005
10224,4115
13300,3242
5028,7635
1630,5546
11670,9419
201,10631
10722,3117
15377,2811
14584,7827
8229,1629
2154,14467
2480,4315
3969,4167
3076,5461
4319,16828
3598,17977
13380,12827
10391,9517
11190,17390
5996,4319
11804,16393
12032,15975
4682,16907
12750,11432
8189,2407
3814,13505
9864,5010
443,8217
5822,1421
8829,446
12750,14222
7916,13335
12033,14239
14393,4601
11729,281
13300,3736
7916,1221
16821,6447
15899,5003
9618,16991
3076,15771
3821,10200
5311,13271
13608,4481
2962,4676
8556,15959
1379,15770
14878,2658
3339,12312
1547,15640
11532,10078
9691,1490
7746,8796
5686,1599
15899,12934
9864,3642
14363,8507
12792,4869
744,7182
10975,12053
790,9304
5931,3059
10391,14545
11805,1888
7556,16014
16397,9310
9168,18348
11346,17184
12033,5709
5515,14424
4724,7519
12800,15315
4075,16387
218,2306
8418,3120
1716,8735
13300,10573
10990,12871
2624,16652
1025,9198
11156,6649
11804,823
9208,16595
15584,3564
17088,3544
6531,6049
18099,8735
9999,8843
9691,2104
4760,5461
1115,14467
9581,7770
2554,6580
12499,15488
4075,67
13300,15867
1379,13523
1115,7708
6787,11403
5755,13643
13300,4949
4201,1263
7502,14680
8829,5461
13042,8023
16137,9893
9828,982
10032,12933
2911,17092
17045,17260
1579,18300
10990,3059
8093,5500
14099,16975
9438,940
13096,1555
16075,17750
3303,12704
15727,9179
317,13792
12800,3422
6536,15453
16373,4869
1438,372
8244,17465
5770,8096
7746,15966
1988,9599
5776,12660
764,11138
10790,11833
7656,4435
7361,14856
16552,2570
15377,435
10426,15603
769,7233
6679,3432
11805,11346
1630,167
9864,14595
2600,18212
13300,16260
17071,6837
8705,12459
6683,13014
5730,7939
790,6825
3358,99
13652,10039
1787,6240
8599,14885
4229,11950
12664,5944
13042,13542
3349,5377
16259,4705
3033,9659
6222,13896
7720,1478
8208,12295
11670,2461
5277,14908
9463,16834
12105,13445
4319,15506
12464,11837
14393,10942
7033,8691
3081,12524
14049,13836
7883,13943
14984,982
10676,9448
1626,14589
5981,6090
5441,3903
10255,1126
9581,18215
6820,7431
2302,5249
11805,11741
15083,13887
13300,13163
2896,4949
9868,3731
8256,11864
11150,17341
10717,8556
7854,2827
9864,4644
16168,12660
4544,17521
16259,7873
7050,9511
17908,5153
2624,18292
16595,7635
16718,1185
5522,10270
10450,3117
11776,14537
5677,18018
5996,2502
7021,1459
10528,13659
14984,1913
16673,3680
18064,3076
7367,12613
11322,14692
12800,189
7999,8454
1126,17673
11594,7071
13300,12306
2215,7770
4340,11940
17401,8796
4336,9753
9487,10389
11211,3071
2135,13740
15195,10655
10214,701
13300,1994
2624,16363
13646,8799
11156,15264
9392,14939
1247,14729
8106,2188
576,10031
10391,12798
3590,14080
16421,493
1513,8577
5913,10456
15899,16321
218,11548
7564,4319
18390,17205
14910,4526
10854,9582
1924,18451
4496,5010
18099,13417
13308,9942
7050,8527
1630,17190
15061,1917
18099,12464
11904,7702
16397,5927
13525,3136
4075,15122
5393,7068
5372,8013
5996,6299
12033,8490
1438,8335
14029,16918
13974,16132
1438,17521
6316,3982
10942,3306
17798,6033
8912,16168
7633,2515
2982,14350
9864,4139
10005,13389
930,9711
12619,5176
9584,16837
7708,15505
17894,4869
4224,12514
8208,11591
17551,5010
3813,7839
2349,1404
15592,18387
3258,16808
9108,10968
15250,18093
12624,1888
11670,11258
10722,3117
8556,16539
13818,2467
1195,10862
4998,5029
6288,1208
8208,1263
12750,1263
3189,10078
5338,3059
10267,2106
16266,10437
14569,10200
3580,11549
4336,18000
16872,699
9463,16630
9618,7603
3850,11308
5068,4949
16397,11678
7000,6940
2530,14974
5525,17506
1153,13014
13111,15237
3337,18347
15727,2147
566,14052
6105,4994
10261,16899
3020,11833
15727,15566
18099,4714
3998,5057
10391,2052
14410,12566
2624,7377
3426,4390
3339,2739
11594,18202
4949,10990
14749,18062
17856,8447
2790,16655
3076,5461
2657,12710
1247,3859
3167,3059
4853,9209
11105,7578
16397,7284
8239,9588
9864,14868
12743,5367
14393,14342
5142,9301
1983,5433
12082,6213
12351,29
11760,3731
10255,18336
12795,17301
15455,8819
8556,18297
2306,4949
803,6590
14692,3313
11211,7233
121,191
1716,257
10941,18038
6683,9511
12105,8812
2280,2532
8435,18306
8208,7456
16259,11421
486,8843
13340,8790
16168,11309
11827,130
16573,18114
16382,5557
11674,18087
6610,7424
9108,3193
15781,17889
4075,8613
2889,2187
6105,7005
14221,3059
2759,6887
2624,17408
8285,6108
13688,1084
7262,11548
5913,10905
16397,7127
4818,1404
8238,2601
1589,7511
2584,11833
13014,10329
1801,9419
17185,8898
7588,16387
7927,10317
10893,16895
6010,1203
63,12758
15265,3628
16397,277
9538,3059
15989,9789
9270,1698
8556,4544
14393,11545
3109,15159
3795,4949
8451,10344
13274,7598
7770,277
4682,8309
10144,15930
8863,7431
7734,6049
7367,3313
8093,5845
15259,4676
14726,11599
8863,16393
12464,10292
7456,4709
6683,18215
16595,6940
9436,4601
8093,15896
18099,16141
4075,10554
8208,14025
13111,10548
14248,4309
5918,14358
1787,1490
1888,11805
2720,446
4345,2402
9398,7680
10944,18348
18114,7213
11805,1888
9429,10483
9270,10881
10071,6641
5453,5091
16397,12051
10790,11833
15011,4056
10255,3521
13372,5272
10005,1179
18279,11097
16397,6799
11877,9511
11827,3117
9864,5026
10077,6213
6558,372
1247,5866
1202,16252
7556,15588
13159,8755
9864,12944
1428,17066
10391,12258
5008,12656
18330,14146
2302,9879
13980,14939
14202,13303
16538,1934
5711,492
6820,3059
16794,9893
7441,13014
14727,13838
9691,10241
2704,2494
3081,10721
7253,10788
300,10476
3258,8676
14248,6213
14393,9420
9249,3627
10363,6325
4427,3432
11729,14419
13014,3887
1070,10077
11760,15713
5453,16895
12094,6208
6316,4644
14410,5010
4601,11517
7556,790
18099,10078
1247,10089
764,16386
10485,8219
10264,7578
10391,11936
8208,15059
12464,13794
11827,16678
14746,15349
9236,8264
5263,184
7746,7406
5088,16100
7636,2052
10512,2461
1692,2321
10005,16980
13516,331
8208,1420
16678,14419
5503,5215
4229,3724
15781,1577
12750,5781
6815,7980
5028,4769
8208,16555
9249,1783
2480,1092
11776,9626
3969,1156
2936,7332
13379,14668
2476,18424
7435,10918
16573,5199
18099,5776
9952,9893
10722,18215
764,17004
11976,18244
13767,10389
14807,6140
8650,9209
3367,13625
3339,16111
2624,15258
13125,14678
5068,7827
11674,1371
3715,4644
16261,8322
17834,3295
2624,1902
5372,4713
294,9942
3076,18306
7355,14311
18099,3165
6820,16923
3969,13796
13300,3051
8829,4197
5680,16612
4146,5678
9978,11678
12339,3337
6659,3266
8403,8164
9581,1393
1247,14885
7133,9868
12279,12952
8208,13643
11568,8193
2029,1377
701,10396
10391,1493
6207,4193
3076,11339
4075,10554
10826,13014
10255,18244
13692,1149
12033,8266
16858,15440
10396,12392
8435,6482
10653,14729
7729,3648
12033,2585
13624,4051
2624,3790
16199,15205
12033,2098
9311,11467
4924,8990
9826,3176
9918,1156
11184,3731
2624,17265
12464,5010
1247,12339
2624,14770
13329,9479
11554,5239
4853,17141
15899,17768
12349,5277
8888,9234
8556,12201
1438,13031
12750,17506
2300,12702
11626,14196
9691,2570
8786,13617
1583,3969
7635,17738
7000,18242
11804,13798
10990,9158
6864,14038
9864,9392
10790,11825
12821,6360
15108,5461
13189,6553
12888,11237
2790,14924
13319,4154
8888,17521
2181,6775
11996,11404
13692,16820
11431,18143
4075,2928
14671,12479
11322,12687
18064,15371
5643,7460
13892,16228
16025,14786
10854,12011
7621,2980
125,15241
4322,15728
5441,8710
9535,10442
10389,9392
7396,14645
15904,3520
18390,12103
13930,18215
12280,13087
18198,9372
3630,3059
12626,11370
1737,9494
14137,18064
8190,4701
1946,15942
11465,13887
1247,5667
12358,12736
4423,10983
13300,2714
2825,4949
5920,5323
14005,1126
18099,12464
16678,1456
5879,6617
7204,3039
13300,13809
8208,1181
12241,7349
1490,13271
14288,15603
7309,17433
11674,2187
6316,12514
3076,13014
10145,202
10380,12708
9691,6905
2820,13775
13489,5153
2624,9786
2600,15210
6145,12891
8190,9206
5515,15731
12549,17271
14498,2183
10255,8885
8435,4441
14393,5326
10408,7239
5441,3048
14692,13775
4924,11805
2494,17616
3761,14358
16578,4806
8491,17960
9392,7326
18416,15526
15040,9355
10944,15948
8479,17837
5853,4949
6567,16562
3128,7747
14749,6024
1989,15772
211,5377
2996,12330
5008,12755
14786,7715
1289,12859
10363,13077
12823,6694
8435,71
14037,9750
5677,8799
7036,6022
14560,12339
12681,7839
489,6421
12094,10184
13417,6558
17749,15312
12795,9504
14325,1914
2624,7739
16530,14659
16476,8985
14555,15452
9454,1467
2357,2981
4066,908
7939,14749
11594,10301
69,4974
13111,8674
185,1303
6436,3052
7854,18346
4075,3520
2704,9600
9581,5239
7456,14860
764,18215
16421,14108
12961,12687
15663,13075
17798,18219
17954,2864
7481,16415
15011,2657
10528,1225
17954,2864
12750,11408
10854,15953
14652,7994
15083,13014
17837,7635
3258,7359
11499,9523
7871,8009
14905,12104
3045,18451
8208,701
8829,446
4909,6107
2031,11263
2154,13014
3076,18244
2767,15833
11360,12622
7635,2468
15731,12043
2600,446
15046,8241
6866,9804
17062,7578
8005,13445
5372,748
2688,13768
12105,1070
2864,18244
7327,5256
3965,356
14329,6049
18099,8996
11330,9085
5509,14817
17039,10554
12356,4783
17249,10984
774,10089
11150,6270
4564,12201
3076,3165
8912,3648
3551,247
3167,4345
